state,district,market,commodity,variety,grade,arrival_date,min_price,max_price,modal_price
Tamil Nadu,Nagapattinam,Vedaranyam(Uzhavar Sandhai),Raddish,Raddish,Local,18/04/2026,2800.0,3000.0,2900.0
Tamil Nadu,Nagapattinam,Vedaranyam(Uzhavar Sandhai),Mango(Raw-Ripe),Mango - Raw-Ripe,Local,18/04/2026,3800.0,4000.0,3900.0
Tamil Nadu,Nagapattinam,Vedaranyam(Uzhavar Sandhai),Lemon,Lemon,Local,18/04/2026,5500.0,6000.0,5750.0
Tamil Nadu,Namakkal,Paramathivelur(Uzhavar Sandhai ),Brinjal,Other,Local,18/04/2026,3900.0,4400.0,4150.0
Tamil Nadu,Namakkal,Paramathivelur(Uzhavar Sandhai ),Banana,Karpura,Local,18/04/2026,3000.0,3500.0,3250.0
Tamil Nadu,Namakkal,Paramathivelur(Uzhavar Sandhai ),Mango,Neelam,Local,18/04/2026,7200.0,8000.0,7600.0
Tamil Nadu,Namakkal,Paramathivelur(Uzhavar Sandhai ),Cluster beans,Cluster Beans,Local,18/04/2026,3500.0,4000.0,3750.0
Tamil Nadu,Namakkal,Paramathivelur(Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,18/04/2026,6300.0,7000.0,6650.0
Tamil Nadu,Namakkal,Paramathivelur(Uzhavar Sandhai ),Amaranthus,Amaranthus,Local,18/04/2026,3500.0,4000.0,3750.0
Tamil Nadu,Namakkal,Paramathivelur(Uzhavar Sandhai ),Green Chilli,Green Chilly,Local,18/04/2026,4400.0,5000.0,4700.0
Tamil Nadu,Namakkal,Paramathivelur(Uzhavar Sandhai ),Beans,Beans (Whole),Local,18/04/2026,7700.0,8500.0,8100.0
Tamil Nadu,Namakkal,Paramathivelur(Uzhavar Sandhai ),Ridgeguard(Tori),Ridgeguard(Tori),Local,18/04/2026,5400.0,6000.0,5700.0
Tamil Nadu,Namakkal,Paramathivelur(Uzhavar Sandhai ),Onion Green,Onion Green,Local,18/04/2026,3100.0,3600.0,3350.0
Tamil Nadu,Salem,Thammampatti (Uzhavar Sandhai ),Coriander(Leaves),I Sort,Local,18/04/2026,3000.0,3000.0,3000.0
Tamil Nadu,Salem,Thammampatti (Uzhavar Sandhai ),Bottle gourd,Bottle Gourd,Local,18/04/2026,1500.0,2000.0,1750.0
Tamil Nadu,Salem,Thammampatti (Uzhavar Sandhai ),Ashgourd,Gouard,Local,18/04/2026,1500.0,2000.0,1750.0
Tamil Nadu,Salem,Thammampatti (Uzhavar Sandhai ),Banana - Green,Banana - Green,Local,18/04/2026,2000.0,2400.0,2200.0
Tamil Nadu,Salem,Thammampatti (Uzhavar Sandhai ),Tapioca,Tapioca,Local,18/04/2026,2000.0,2500.0,2250.0
Tamil Nadu,Salem,Thammampatti (Uzhavar Sandhai ),Snakeguard,Snakeguard,Local,18/04/2026,2500.0,2800.0,2650.0
Tamil Nadu,Salem,Thammampatti (Uzhavar Sandhai ),Beetroot,Beetroot,Local,18/04/2026,5000.0,5000.0,5000.0
Tamil Nadu,Salem,Thammampatti (Uzhavar Sandhai ),Green Avare(W),Green Avare (W),Local,18/04/2026,6000.0,6500.0,6250.0
Tamil Nadu,Salem,Thammampatti (Uzhavar Sandhai ),Tender Coconut,Tender Coconut,Local,18/04/2026,3000.0,4000.0,3500.0
Tamil Nadu,Vellore,Katpadi (Uzhavar Sandhai ),Cauliflower,Ranchi,Local,18/04/2026,2500.0,2500.0,2500.0
Tamil Nadu,Vellore,Katpadi (Uzhavar Sandhai ),Papaya,Papaya,Local,18/04/2026,4000.0,4000.0,4000.0
Tamil Nadu,Vellore,Katpadi (Uzhavar Sandhai ),Cluster beans,Cluster Beans,Local,18/04/2026,4000.0,4000.0,4000.0
Tamil Nadu,Vellore,Katpadi (Uzhavar Sandhai ),Coconut,Coconut,Local,18/04/2026,3500.0,3500.0,3500.0
Tamil Nadu,Vellore,Katpadi (Uzhavar Sandhai ),Snakeguard,Snakeguard,Local,18/04/2026,3500.0,3500.0,3500.0
Tamil Nadu,Vellore,Katpadi (Uzhavar Sandhai ),Beetroot,Beetroot,Local,18/04/2026,4000.0,4000.0,4000.0
Tamil Nadu,Vellore,Katpadi (Uzhavar Sandhai ),Cucumbar(Kheera),Cucumbar,Local,18/04/2026,3500.0,3500.0,3500.0
Tamil Nadu,Vellore,Katpadi (Uzhavar Sandhai ),Green Avare(W),Green Avare (W),Local,18/04/2026,5000.0,5000.0,5000.0
Tamil Nadu,Vellore,Katpadi (Uzhavar Sandhai ),Knool Khol,Knool Khol,Local,18/04/2026,2500.0,2500.0,2500.0
Tamil Nadu,Vellore,Katpadi (Uzhavar Sandhai ),Indian Beans(Seam),Indian Beans (Seam),Local,18/04/2026,5000.0,5000.0,5000.0
Tamil Nadu,Vellore,Katpadi (Uzhavar Sandhai ),Onion Green,Onion Green,Local,18/04/2026,4500.0,4500.0,4500.0
Tamil Nadu,Vellore,Katpadi (Uzhavar Sandhai ),Mint(Pudina),Mint(Pudina),Local,18/04/2026,2500.0,2500.0,2500.0
Tamil Nadu,Vellore,Katpadi (Uzhavar Sandhai ),Sweet Corn ,Sweet Corn ,Local,18/04/2026,2500.0,2500.0,2500.0
Tamil Nadu,Thanjavur,Kumbakonam (Uzhavar Sandhai ),Tomato,Deshi,Local,18/04/2026,2600.0,3000.0,2800.0
Tamil Nadu,Thanjavur,Kumbakonam (Uzhavar Sandhai ),Bhindi(Ladies Finger),Bhindi,Local,18/04/2026,4800.0,4800.0,4800.0
Tamil Nadu,Thanjavur,Kumbakonam (Uzhavar Sandhai ),Amaranthus,Amaranthus,Local,18/04/2026,2000.0,2000.0,2000.0
Tamil Nadu,Thanjavur,Kumbakonam (Uzhavar Sandhai ),Banana - Green,Banana - Green,Local,18/04/2026,4000.0,4000.0,4000.0
Tamil Nadu,Thanjavur,Kumbakonam (Uzhavar Sandhai ),Sweet Potato,Hosur Red,Local,18/04/2026,5000.0,5000.0,5000.0
Tamil Nadu,Thanjavur,Kumbakonam (Uzhavar Sandhai ),Carrot,Pusakesar,Local,18/04/2026,3000.0,4800.0,3900.0
Tamil Nadu,Thanjavur,Kumbakonam (Uzhavar Sandhai ),Ridgeguard(Tori),Ridgeguard(Tori),Local,18/04/2026,5400.0,5400.0,5400.0
Tamil Nadu,Thanjavur,Kumbakonam (Uzhavar Sandhai ),Thondekai,Thondekai,Local,18/04/2026,5000.0,5000.0,5000.0
Tamil Nadu,Thanjavur,Kumbakonam (Uzhavar Sandhai ),Elephant Yam(Suran)/Amorphophallus,Elephant Yam (Suran),Local,18/04/2026,3600.0,3600.0,3600.0
Tamil Nadu,Thanjavur,Kumbakonam (Uzhavar Sandhai ),Amla(Nelli Kai),Amla,Local,18/04/2026,8000.0,8000.0,8000.0
Tamil Nadu,Cuddalore,Viruthachalam(Uzhavar Sandhai ),Ashgourd,Gouard,Local,18/04/2026,2000.0,2000.0,2000.0
Tamil Nadu,Cuddalore,Viruthachalam(Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,18/04/2026,7000.0,7000.0,7000.0
Tamil Nadu,Cuddalore,Viruthachalam(Uzhavar Sandhai ),Ridgeguard(Tori),Ridgeguard(Tori),Local,18/04/2026,4000.0,4000.0,4000.0
Tamil Nadu,Cuddalore,Viruthachalam(Uzhavar Sandhai ),Drumstick,Drumstick,Local,18/04/2026,2000.0,2000.0,2000.0
Tamil Nadu,Cuddalore,Viruthachalam(Uzhavar Sandhai ),Mint(Pudina),Mint(Pudina),Local,18/04/2026,4000.0,4000.0,4000.0
Tamil Nadu,Cuddalore,Panruti(Uzhavar Sandhai ),Brinjal,Round,Local,18/04/2026,3000.0,3500.0,3250.0
Tamil Nadu,Cuddalore,Panruti(Uzhavar Sandhai ),Banana - Green,Banana - Green,Local,18/04/2026,2500.0,2500.0,2500.0
Tamil Nadu,Cuddalore,Panruti(Uzhavar Sandhai ),Papaya,Papaya,Local,18/04/2026,4000.0,4000.0,4000.0
Tamil Nadu,Cuddalore,Panruti(Uzhavar Sandhai ),Tomato,Deshi,Local,18/04/2026,3000.0,3000.0,3000.0
Tamil Nadu,Cuddalore,Panruti(Uzhavar Sandhai ),Bitter gourd,Bitter Gourd,Local,18/04/2026,4000.0,4000.0,4000.0
Tamil Nadu,Cuddalore,Panruti(Uzhavar Sandhai ),Pumpkin,Pumpkin,Local,18/04/2026,2000.0,2000.0,2000.0
Tamil Nadu,Cuddalore,Vadalur(Uzhavar Sandhai ),Brinjal,Other,Local,18/04/2026,3000.0,3000.0,3000.0
Tamil Nadu,Cuddalore,Vadalur(Uzhavar Sandhai ),Banana,Red Banana,Local,18/04/2026,7000.0,8000.0,7500.0
Tamil Nadu,Cuddalore,Vadalur(Uzhavar Sandhai ),Garlic,Garlic,Local,18/04/2026,13000.0,16000.0,14500.0
Tamil Nadu,Cuddalore,Vadalur(Uzhavar Sandhai ),Banana - Green,Banana - Green,Local,18/04/2026,3000.0,3000.0,3000.0
Tamil Nadu,Cuddalore,Vadalur(Uzhavar Sandhai ),Raddish,Raddish,Local,18/04/2026,2500.0,2500.0,2500.0
Tamil Nadu,Cuddalore,Vadalur(Uzhavar Sandhai ),Drumstick,Drumstick,Local,18/04/2026,3000.0,3000.0,3000.0
Tamil Nadu,Dharmapuri,Dharmapuri(Uzhavar Sandhai ),Potato,Red Nanital,Local,18/04/2026,2600.0,2800.0,2700.0
Tamil Nadu,Dharmapuri,Dharmapuri(Uzhavar Sandhai ),Brinjal,Round,Local,18/04/2026,2400.0,2500.0,2450.0
Tamil Nadu,Dharmapuri,Dharmapuri(Uzhavar Sandhai ),Papaya,Papaya,Local,18/04/2026,2800.0,3000.0,2900.0
Tamil Nadu,Dharmapuri,Dharmapuri(Uzhavar Sandhai ),Ashgourd,Gouard,Local,18/04/2026,1400.0,1500.0,1450.0
Tamil Nadu,Dharmapuri,Dharmapuri(Uzhavar Sandhai ),Cabbage,Cabbage,Local,18/04/2026,2600.0,2800.0,2700.0
Tamil Nadu,Dharmapuri,Dharmapuri(Uzhavar Sandhai ),Green Avare(W),Green Avare (W),Local,18/04/2026,4300.0,4600.0,4450.0
Tamil Nadu,Dharmapuri,Dharmapuri(Uzhavar Sandhai ),Chow Chow,Chow Chow,Local,18/04/2026,4200.0,4400.0,4300.0
Tamil Nadu,Dharmapuri,Dharmapuri(Uzhavar Sandhai ),Guava,Guava Allahabad,Local,18/04/2026,4200.0,4500.0,4350.0
Tamil Nadu,Dharmapuri,Dharmapuri(Uzhavar Sandhai ),Karbuja(Musk Melon),Karbhuja,Local,18/04/2026,2400.0,2600.0,2500.0
Tamil Nadu,Dharmapuri,Dharmapuri(Uzhavar Sandhai ),Elephant Yam(Suran)/Amorphophallus,Elephant Yam (Suran),Local,18/04/2026,3300.0,3600.0,3450.0
Tamil Nadu,Dharmapuri,Dharmapuri(Uzhavar Sandhai ),Colacasia,Colacasia,Local,18/04/2026,5800.0,6200.0,6000.0
Tamil Nadu,Dharmapuri,Dharmapuri(Uzhavar Sandhai ),Mashrooms,Mashrooms,Local,18/04/2026,13500.0,14000.0,13750.0
Tamil Nadu,Dharmapuri,Dharmapuri(Uzhavar Sandhai ),Onion Green,Onion Green,Local,18/04/2026,3300.0,3500.0,3400.0
Tamil Nadu,Dharmapuri,Pennagaram(Uzhavar Sandhai ),Potato,Red Nanital,Local,18/04/2026,2800.0,3000.0,2900.0
Tamil Nadu,Dharmapuri,Pennagaram(Uzhavar Sandhai ),Cauliflower,Ranchi,Local,18/04/2026,2400.0,2500.0,2450.0
Tamil Nadu,Dharmapuri,Pennagaram(Uzhavar Sandhai ),Capsicum,Capsicum,Local,18/04/2026,5600.0,6000.0,5800.0
Tamil Nadu,Dharmapuri,Pennagaram(Uzhavar Sandhai ),Mango(Raw-Ripe),Mango - Raw-Ripe,Local,18/04/2026,3800.0,4000.0,3900.0
Tamil Nadu,Dharmapuri,Pennagaram(Uzhavar Sandhai ),Onion Green,Onion Green,Local,18/04/2026,3300.0,3500.0,3400.0
Tamil Nadu,Dharmapuri,Palacode(Uzhavar Sandhai ),Cauliflower,Ranchi,Local,18/04/2026,2000.0,2500.0,2250.0
Tamil Nadu,Dharmapuri,Palacode(Uzhavar Sandhai ),Onion,Bellary,Local,18/04/2026,2200.0,2500.0,2350.0
Tamil Nadu,Dharmapuri,Palacode(Uzhavar Sandhai ),Potato,Other,Local,18/04/2026,2500.0,2800.0,2650.0
Tamil Nadu,Dharmapuri,Palacode(Uzhavar Sandhai ),Brinjal,Other,Local,18/04/2026,2400.0,2600.0,2500.0
Tamil Nadu,Dharmapuri,Palacode(Uzhavar Sandhai ),Tapioca,Tapioca,Local,18/04/2026,2000.0,2500.0,2250.0
Tamil Nadu,Dharmapuri,Palacode(Uzhavar Sandhai ),Pumpkin,Pumpkin,Local,18/04/2026,1200.0,1500.0,1350.0
Tamil Nadu,Dharmapuri,Palacode(Uzhavar Sandhai ),Green Chilli,Green Chilly,Local,18/04/2026,3400.0,3600.0,3500.0
Tamil Nadu,Dharmapuri,Palacode(Uzhavar Sandhai ),Beans,Beans (Whole),Local,18/04/2026,5600.0,6000.0,5800.0
Tamil Nadu,Dharmapuri,Palacode(Uzhavar Sandhai ),Sweet Potato,Hosur Red,Local,18/04/2026,2000.0,2500.0,2250.0
Tamil Nadu,Dharmapuri,Palacode(Uzhavar Sandhai ),Carrot,Pusakesar,Local,18/04/2026,2800.0,3000.0,2900.0
Tamil Nadu,Dharmapuri,Palacode(Uzhavar Sandhai ),Snakeguard,Snakeguard,Local,18/04/2026,2400.0,2600.0,2500.0
Tamil Nadu,Dharmapuri,AJattihalli(Uzhavar Sandhai ),Pumpkin,Pumpkin,Local,18/04/2026,1500.0,1500.0,1500.0
Tamil Nadu,Dharmapuri,AJattihalli(Uzhavar Sandhai ),Onion,Bellary,Local,18/04/2026,2000.0,2400.0,2200.0
Tamil Nadu,Dharmapuri,AJattihalli(Uzhavar Sandhai ),Coriander(Leaves),I Sort,Local,18/04/2026,6000.0,7000.0,6500.0
Tamil Nadu,Dharmapuri,AJattihalli(Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,18/04/2026,8000.0,8400.0,8200.0
Tamil Nadu,Dharmapuri,AJattihalli(Uzhavar Sandhai ),Amaranthus,Amaranthus,Local,18/04/2026,2000.0,2500.0,2250.0
Tamil Nadu,Dharmapuri,AJattihalli(Uzhavar Sandhai ),Sweet Potato,Hosur Red,Local,18/04/2026,2500.0,2800.0,2650.0
Tamil Nadu,Dharmapuri,AJattihalli(Uzhavar Sandhai ),Mango(Raw-Ripe),Mango - Raw-Ripe,Local,18/04/2026,2500.0,3000.0,2750.0
Tamil Nadu,Dindigul,Dindigul(Uzhavar Sandhai ),Onion,Bellary,Local,18/04/2026,2000.0,3000.0,2500.0
Tamil Nadu,Dindigul,Dindigul(Uzhavar Sandhai ),Tomato,Deshi,Local,18/04/2026,2000.0,2800.0,2400.0
Tamil Nadu,Dindigul,Dindigul(Uzhavar Sandhai ),Ridgeguard(Tori),Ridgeguard(Tori),Local,18/04/2026,4000.0,5000.0,4500.0
Tamil Nadu,Dindigul,Dindigul(Uzhavar Sandhai ),Drumstick,Drumstick,Local,18/04/2026,3000.0,4000.0,3500.0
Tamil Nadu,Dindigul,Dindigul(Uzhavar Sandhai ),Yam(Ratalu),Yam (Ratalu),Local,18/04/2026,6000.0,7000.0,6500.0
Tamil Nadu,Dindigul,Dindigul(Uzhavar Sandhai ),Lemon,Lemon,Local,18/04/2026,8000.0,10000.0,9000.0
Tamil Nadu,Dindigul,Dindigul(Uzhavar Sandhai ),Onion Green,Onion Green,Local,18/04/2026,3000.0,4000.0,3500.0
Tamil Nadu,Dindigul,Palani(Uzhavar Sandhai ),Tomato,Deshi,Local,18/04/2026,2000.0,2600.0,2300.0
Tamil Nadu,Dindigul,Palani(Uzhavar Sandhai ),Cluster beans,Cluster Beans,Local,18/04/2026,2500.0,3000.0,2750.0
Tamil Nadu,Dindigul,Palani(Uzhavar Sandhai ),Bitter gourd,Bitter Gourd,Local,18/04/2026,4000.0,4500.0,4250.0
Tamil Nadu,Dindigul,Palani(Uzhavar Sandhai ),Amaranthus,Amaranthus,Local,18/04/2026,3000.0,4000.0,3500.0
Tamil Nadu,Dindigul,Palani(Uzhavar Sandhai ),Green Chilli,Green Chilly,Local,18/04/2026,3000.0,3500.0,3250.0
Tamil Nadu,Dindigul,Palani(Uzhavar Sandhai ),Cabbage,Cabbage,Local,18/04/2026,2000.0,2200.0,2100.0
Tamil Nadu,Dindigul,Palani(Uzhavar Sandhai ),Tamarind Fruit,Tamarind Fruit,Local,18/04/2026,7000.0,13000.0,10000.0
Tamil Nadu,Dindigul,Chinnalapatti(Uzhavar Sandhai ),Groundnut,Big (With Shell),Local,18/04/2026,7000.0,8000.0,7500.0
Tamil Nadu,Dindigul,Chinnalapatti(Uzhavar Sandhai ),Green Chilli,Green Chilly,Local,18/04/2026,4000.0,5000.0,4500.0
Tamil Nadu,Dindigul,Chinnalapatti(Uzhavar Sandhai ),Beans,Beans (Whole),Local,18/04/2026,8000.0,9000.0,8500.0
Tamil Nadu,Dindigul,Chinnalapatti(Uzhavar Sandhai ),Cabbage,Cabbage,Local,18/04/2026,2500.0,3000.0,2750.0
Tamil Nadu,Dindigul,Chinnalapatti(Uzhavar Sandhai ),Ridgeguard(Tori),Ridgeguard(Tori),Local,18/04/2026,5000.0,6000.0,5500.0
Tamil Nadu,Dindigul,Chinnalapatti(Uzhavar Sandhai ),Chow Chow,Chow Chow,Local,18/04/2026,3000.0,3600.0,3300.0
Tamil Nadu,Dindigul,Chinnalapatti(Uzhavar Sandhai ),Mint(Pudina),Mint(Pudina),Local,18/04/2026,2500.0,3000.0,2750.0
Uttar Pradesh,Lakhimpur,Lakhimpur APMC,Peas(Dry),Other,FAQ,18/04/2026,3800.0,3800.0,3800.0
Uttar Pradesh,Lakhimpur,Lakhimpur APMC,Wood,Eucalyptus,FAQ,18/04/2026,500.0,500.0,500.0
Uttar Pradesh,Lakhimpur,Lakhimpur APMC,Khandsari(Desi Khand),Other,FAQ,18/04/2026,3745.0,4200.0,4097.53
Uttar Pradesh,Lakhimpur,Lakhimpur APMC,Wheat,Dara,FAQ,18/04/2026,2300.0,2370.0,2306.21
Uttar Pradesh,Lalitpur,Lalitpur APMC,Banana,Other,Medium,18/04/2026,1780.0,1825.0,1800.0
Uttar Pradesh,Lalitpur,Lalitpur APMC,Bitter gourd,Other,FAQ,18/04/2026,3140.0,3200.0,3160.0
Uttar Pradesh,Lalitpur,Lalitpur APMC,Bottle gourd,Other,FAQ,18/04/2026,1150.0,1180.0,1170.0
Uttar Pradesh,Lalitpur,Lalitpur APMC,Wood,Other,FAQ,18/04/2026,450.0,500.0,455.36
Uttar Pradesh,Lalitpur,Lalitpur APMC,Mahua,Other,FAQ,18/04/2026,2302.0,2316.0,2308.84
Uttar Pradesh,Lalitpur,Lalitpur APMC,Masur Dal,Other,FAQ,18/04/2026,6000.0,8100.0,6952.25
Uttar Pradesh,Lucknow,Lucknow APMC,Gur(Jaggery),Other,FAQ,18/04/2026,3800.0,3800.0,3800.0
Uttar Pradesh,Lucknow,Lucknow APMC,Wood,Other,FAQ,18/04/2026,300.0,856.81,484.05
Uttar Pradesh,Lucknow,Lucknow APMC,Rice,Other,FAQ,18/04/2026,5042.11,8730.0,7328.07
Uttar Pradesh,Mainpuri,Mainpuri APMC,Wheat,Dara,FAQ,18/04/2026,2351.0,2351.0,2351.0
Uttar Pradesh,Mainpuri,Mainpuri APMC,Wheat,H.D.,FAQ,18/04/2026,2351.0,2351.0,2351.0
Uttar Pradesh,Meerut,Meerut APMC,Firewood,Firewood,FAQ,18/04/2026,630.0,630.0,630.0
Uttar Pradesh,Sambhal,Muradabad APMC,Wheat,White,FAQ,18/04/2026,2590.0,2598.0,2594.57
Uttar Pradesh,Pillibhit,Pilibhit APMC,Potato,Other,FAQ,18/04/2026,500.0,500.0,500.0
Uttar Pradesh,Shahjahanpur,Shahjahanpur APMC,Maize,Other,FAQ,18/04/2026,1800.0,1800.0,1800.0
Uttar Pradesh,Shahjahanpur,Shahjahanpur APMC,Masur Dal,Other,FAQ,18/04/2026,9000.0,9000.0,9000.0
Uttar Pradesh,Sitapur,Sitapur APMC,Wheat,Dara,Local,18/04/2026,2300.0,2350.0,2330.0
Uttar Pradesh,Sitapur,Sitapur APMC,Wheat,Medium,FAQ,18/04/2026,2320.0,2320.0,2320.0
Uttar Pradesh,Sitapur,Sitapur APMC,Wheat,Dara Mill Quality,FAQ,18/04/2026,2310.0,2345.0,2330.55
Uttar Pradesh,Sitapur,Sitapur APMC,Wood,Other,FAQ,18/04/2026,450.0,570.0,513.5
Uttar Pradesh,Varanasi,Varanasi APMC,Paddy(Common),Common,FAQ,18/04/2026,2150.0,2150.0,2150.0
Uttar Pradesh,Varanasi,Varanasi APMC,Sweet Saag,Other,FAQ,18/04/2026,20000.0,20000.0,20000.0
Uttar Pradesh,Varanasi,Varanasi APMC,Mahua,Other,FAQ,18/04/2026,3500.0,3500.0,3500.0
Uttar Pradesh,Varanasi,Varanasi APMC,Wheat,Deshi,FAQ,18/04/2026,2450.0,2450.0,2450.0
Uttar Pradesh,Varanasi,Varanasi APMC,Garlic,Other,FAQ,18/04/2026,3500.0,4000.0,3518.76
West Bengal,North 24 Parganas,Barasat APMC,Pumpkin,Other,FAQ,18/04/2026,1200.0,1200.0,1200.0
West Bengal,North 24 Parganas,Barasat APMC,Lentil(Masur)(Whole),Other,FAQ,18/04/2026,8000.0,8000.0,8000.0
West Bengal,Birbhum,Bolpur APMC,Potato,Potato,FAQ,18/04/2026,900.0,1000.0,950.0
West Bengal,Purba Bardhaman,Kalna APMC,Tomato,Tomato,FAQ,18/04/2026,1000.0,1100.0,1050.0
Uttar Pradesh,Siddharth Nagar,Shohratgarh APMC,Wood,Other,FAQ,18/04/2026,400.0,400.0,400.0
Uttarakhand,Udhamsinghnagar,Kicchha APMC,Pumpkin,Pumpkin,Local,18/04/2026,300.0,500.0,400.0
Uttarakhand,Udhamsinghnagar,Kicchha APMC,Capsicum,Capsicum,Local,18/04/2026,500.0,700.0,600.0
Uttarakhand,Udhamsinghnagar,Kicchha APMC,Water Melon,Water Melon,Medium,18/04/2026,400.0,600.0,500.0
Tamil Nadu,Erode,Periyar Nagar(Uzhavar Sandhai ),Bitter gourd,Other,Local,18/04/2026,3400.0,3800.0,3600.0
Tamil Nadu,Erode,Periyar Nagar(Uzhavar Sandhai ),Bottle gourd,Bottle Gourd,Local,18/04/2026,1600.0,2000.0,1800.0
Tamil Nadu,Erode,Periyar Nagar(Uzhavar Sandhai ),Snakeguard,Snakeguard,Local,18/04/2026,5000.0,5400.0,5200.0
Tamil Nadu,Erode,Periyar Nagar(Uzhavar Sandhai ),Ridgeguard(Tori),Ridgeguard(Tori),Local,18/04/2026,4000.0,4400.0,4200.0
Tamil Nadu,Erode,Perundurai(Uzhavar Sandhai ),Ashgourd,Gouard,Local,18/04/2026,1800.0,2000.0,1900.0
Tamil Nadu,Erode,Perundurai(Uzhavar Sandhai ),Onion,Bellary,Local,18/04/2026,2200.0,2500.0,2350.0
Tamil Nadu,Erode,Perundurai(Uzhavar Sandhai ),Cauliflower,Ranchi,Local,18/04/2026,2200.0,2500.0,2350.0
Tamil Nadu,Erode,Perundurai(Uzhavar Sandhai ),Beetroot,Beetroot,Local,18/04/2026,4200.0,4500.0,4350.0
Tamil Nadu,Erode,Perundurai(Uzhavar Sandhai ),Ridgeguard(Tori),Ridgeguard(Tori),Local,18/04/2026,4500.0,4800.0,4650.0
Tamil Nadu,Erode,Thalavadi(Uzhavar Sandhai ),Onion,Bellary,Local,18/04/2026,2400.0,2800.0,2600.0
Tamil Nadu,Erode,Thalavadi(Uzhavar Sandhai ),Potato,Other,Local,18/04/2026,2800.0,3200.0,3000.0
Tamil Nadu,Erode,Thalavadi(Uzhavar Sandhai ),Papaya,Papaya,Local,18/04/2026,2000.0,2300.0,2150.0
Tamil Nadu,Erode,Thalavadi(Uzhavar Sandhai ),Tomato,Local,Local,18/04/2026,1000.0,1600.0,1300.0
Tamil Nadu,Erode,Thalavadi(Uzhavar Sandhai ),Green Chilli,Green Chilly,Local,18/04/2026,3000.0,3400.0,3200.0
Tamil Nadu,Erode,Thalavadi(Uzhavar Sandhai ),Beans,Beans (Whole),Local,18/04/2026,7000.0,7500.0,7250.0
Tamil Nadu,Erode,Thalavadi(Uzhavar Sandhai ),Cucumbar(Kheera),Cucumbar,Local,18/04/2026,2400.0,2800.0,2600.0
Tamil Nadu,Erode,Thalavadi(Uzhavar Sandhai ),Chow Chow,Chow Chow,Local,18/04/2026,2500.0,3000.0,2750.0
Tamil Nadu,Erode,Thalavadi(Uzhavar Sandhai ),Lemon,Lemon,Local,18/04/2026,8500.0,9000.0,8750.0
Tamil Nadu,Erode,Thalavadi(Uzhavar Sandhai ),Onion Green,Onion Green,Local,18/04/2026,3000.0,3500.0,3250.0
Tamil Nadu,Kancheepuram,Padappai(Uzhavar Sandhai ),Banana,Karpura,Local,18/04/2026,4000.0,5000.0,4500.0
Tamil Nadu,Kancheepuram,Padappai(Uzhavar Sandhai ),Green Chilli,Green Chilly,Local,18/04/2026,2500.0,3500.0,3000.0
Tamil Nadu,Kancheepuram,Padappai(Uzhavar Sandhai ),Potato,Other,Local,18/04/2026,2500.0,3500.0,3000.0
Tamil Nadu,Kancheepuram,Padappai(Uzhavar Sandhai ),Water Melon,Water Melon,Local,18/04/2026,1200.0,1600.0,1400.0
Tamil Nadu,Kancheepuram,Padappai(Uzhavar Sandhai ),Ashgourd,Gouard,Local,18/04/2026,1500.0,2000.0,1750.0
Tamil Nadu,Kancheepuram,Padappai(Uzhavar Sandhai ),Pumpkin,Pumpkin,Local,18/04/2026,1500.0,2000.0,1750.0
Tamil Nadu,Kancheepuram,Padappai(Uzhavar Sandhai ),Amaranthus,Amaranthus,Local,18/04/2026,2500.0,3500.0,3000.0
Tamil Nadu,Kancheepuram,Padappai(Uzhavar Sandhai ),Banana - Green,Banana - Green,Local,18/04/2026,2500.0,3000.0,2750.0
Tamil Nadu,Kancheepuram,Padappai(Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,18/04/2026,5500.0,6000.0,5750.0
Tamil Nadu,Kancheepuram,Padappai(Uzhavar Sandhai ),Mango(Raw-Ripe),Mango - Raw-Ripe,Local,18/04/2026,2500.0,4000.0,3250.0
Tamil Nadu,Kancheepuram,Padappai(Uzhavar Sandhai ),Karbuja(Musk Melon),Karbhuja,Local,18/04/2026,2500.0,3000.0,2750.0
Tamil Nadu,Kancheepuram,Padappai(Uzhavar Sandhai ),Mashrooms,Mashrooms,Local,18/04/2026,22000.0,29000.0,25500.0
Tamil Nadu,Kancheepuram,Sunguvarchatram(Uzhavar Sandhai ),Bottle gourd,Bottle Gourd,Local,18/04/2026,2000.0,2500.0,2250.0
Tamil Nadu,Kancheepuram,Sunguvarchatram(Uzhavar Sandhai ),Cauliflower,Ranchi,Local,18/04/2026,2500.0,3000.0,2750.0
Tamil Nadu,Kancheepuram,Sunguvarchatram(Uzhavar Sandhai ),Beans,Beans (Whole),Local,18/04/2026,4500.0,5000.0,4750.0
Tamil Nadu,Kancheepuram,Sunguvarchatram(Uzhavar Sandhai ),Snakeguard,Snakeguard,Local,18/04/2026,2500.0,3000.0,2750.0
Tamil Nadu,Kancheepuram,Sunguvarchatram(Uzhavar Sandhai ),Cucumbar(Kheera),Cucumbar,Local,18/04/2026,3500.0,4000.0,3750.0
Tamil Nadu,Kancheepuram,Sunguvarchatram(Uzhavar Sandhai ),Capsicum,Capsicum,Local,18/04/2026,5500.0,6000.0,5750.0
