state,district,market,commodity,arrival_date,min_price,max_price,modal_price,demand_label
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Cotton,2026-04-13,2723.25,4151.9,3193.59,Medium
Andhra Pradesh,Chittoor,Tirupati,Maize,2023-09-23,2679.41,3758.7,3068.53,Medium
Andhra Pradesh,Guntur,Guntur,Banana,2026-01-11,2285.52,3414.78,3000.47,Low
Andhra Pradesh,Nellore,Nellore,Mango,2024-03-29,1267.98,2206.89,1637.12,Medium
Andhra Pradesh,Kurnool,Kurnool,Groundnut,2024-04-16,1202.86,1900.16,1365.1,Low
Andhra Pradesh,Kurnool,Kurnool,Onion,2025-10-11,1696.91,2853.45,2334.3,Low
Andhra Pradesh,Chittoor,Tirupati,Sugarcane,2023-05-28,1634.47,2091.14,1840.15,Medium
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Wheat,2023-12-20,1352.93,2544.19,1875.04,Medium
Andhra Pradesh,Krishna,Vijayawada,Maize,2024-08-27,1411.27,2379.6,1924.74,High
Andhra Pradesh,Guntur,Guntur,Wheat,2025-12-04,1808.68,3063.97,2237.25,Medium
Andhra Pradesh,Kurnool,Kurnool,Maize,2026-02-27,804.17,1152.68,941.4,Low
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Cotton,2025-04-06,850.55,1483.57,1209.74,Medium
Andhra Pradesh,East Godavari,Rajahmundry,Sugarcane,2023-07-08,3163.24,4544.7,3586.65,Medium
Andhra Pradesh,Kurnool,Kurnool,Rice,2023-05-16,762.59,1223.44,1042.97,Low
Andhra Pradesh,Chittoor,Tirupati,Cotton,2025-04-30,4069.94,6086.53,4791.97,Medium
Andhra Pradesh,Krishna,Vijayawada,Cotton,2025-12-14,2784.82,5083.72,3689.04,High
Andhra Pradesh,East Godavari,Rajahmundry,Turmeric,2023-06-30,2500.08,3889.1,3103.39,Medium
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Onion,2025-09-07,2111.34,2619.66,2367.66,Low
Andhra Pradesh,Krishna,Vijayawada,Potato,2025-05-30,3666.41,6793.61,5032.23,Medium
Andhra Pradesh,Kurnool,Kurnool,Chilli,2025-05-21,2278.9,3906.69,2798.29,Medium
Andhra Pradesh,Guntur,Guntur,Mango,2024-01-21,620.92,804.02,702.45,Medium
Andhra Pradesh,Krishna,Vijayawada,Wheat,2023-09-09,1639.43,3117.2,2241.29,Medium
Andhra Pradesh,Nellore,Nellore,Maize,2025-01-01,1654.6,2899.47,2311.66,Low
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Onion,2025-06-12,3972.27,5862.95,4642.22,Medium
Andhra Pradesh,Krishna,Vijayawada,Sugarcane,2024-03-25,4653.82,6935.38,5314.78,High
Andhra Pradesh,Prakasam,Ongole,Tomato,2025-11-02,3823.04,6610.87,4774.02,Medium
Andhra Pradesh,Nellore,Nellore,Wheat,2026-04-19,1321.72,2111.25,1763.35,High
Andhra Pradesh,East Godavari,Rajahmundry,Turmeric,2023-06-03,835.31,1187.04,1026.12,Medium
Andhra Pradesh,Nellore,Nellore,Maize,2023-08-07,3154.85,5491.83,4263.23,High
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Rice,2024-04-28,1053.97,1666.04,1284.9,Low
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Potato,2023-11-17,3489.13,6368.0,4823.4,Medium
Andhra Pradesh,Krishna,Vijayawada,Mango,2023-06-13,988.39,1620.84,1207.75,High
Andhra Pradesh,Prakasam,Ongole,Potato,2024-04-10,585.16,1087.96,777.81,Medium
Andhra Pradesh,Kurnool,Kurnool,Mango,2025-01-27,3248.6,5219.64,3959.3,Medium
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Potato,2024-03-09,2366.07,3855.28,3211.86,Medium
Andhra Pradesh,Nellore,Nellore,Banana,2025-04-05,925.89,1461.82,1204.16,Medium
Andhra Pradesh,Kurnool,Kurnool,Cotton,2026-02-08,3181.88,4681.58,3762.98,Medium
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Mango,2025-03-10,592.99,906.59,688.11,Medium
Andhra Pradesh,Kurnool,Kurnool,Sugarcane,2023-12-04,1439.5,2452.34,1766.66,Medium
Andhra Pradesh,Prakasam,Ongole,Mango,2025-04-26,1019.72,1611.59,1453.1,Medium
Andhra Pradesh,Nellore,Nellore,Groundnut,2025-03-05,2222.52,4080.03,3113.62,Low
Andhra Pradesh,Krishna,Vijayawada,Banana,2025-12-09,3557.93,6017.28,4541.75,Medium
Andhra Pradesh,Chittoor,Tirupati,Onion,2023-05-17,5785.23,8746.34,6481.36,High
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Turmeric,2023-07-14,1403.76,1810.74,1618.46,Low
Andhra Pradesh,Nellore,Nellore,Wheat,2023-06-18,3884.27,6269.28,5469.44,Medium
Andhra Pradesh,East Godavari,Rajahmundry,Wheat,2023-06-30,1232.48,2092.13,1584.64,Medium
Andhra Pradesh,Chittoor,Tirupati,Onion,2024-05-01,2457.8,4307.26,3304.22,High
Andhra Pradesh,Guntur,Guntur,Potato,2026-04-06,2495.69,4074.85,3554.32,Medium
Andhra Pradesh,Chittoor,Tirupati,Groundnut,2025-12-22,4323.01,6626.61,5516.7,Medium
Andhra Pradesh,Prakasam,Ongole,Turmeric,2023-08-12,673.33,960.5,821.06,Low
Andhra Pradesh,Prakasam,Ongole,Chilli,2023-07-15,1032.5,1548.21,1221.85,Low
Andhra Pradesh,Prakasam,Ongole,Rice,2025-05-17,1229.03,2058.19,1522.07,Low
Andhra Pradesh,Kurnool,Kurnool,Rice,2025-04-29,1024.34,1625.47,1247.26,Low
Andhra Pradesh,East Godavari,Rajahmundry,Sugarcane,2025-09-16,655.62,1014.25,787.02,Low
Andhra Pradesh,Nellore,Nellore,Mango,2025-05-26,5862.14,8175.43,6795.85,High
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Cotton,2026-03-25,3350.42,5117.22,4292.93,Medium
Andhra Pradesh,East Godavari,Rajahmundry,Turmeric,2024-08-19,279.93,461.74,332.73,Low
Andhra Pradesh,Guntur,Guntur,Tomato,2025-08-18,1554.57,2655.9,2069.34,Low
Andhra Pradesh,Prakasam,Ongole,Rice,2024-05-16,333.65,590.94,439.91,Low
Andhra Pradesh,East Godavari,Rajahmundry,Tomato,2024-10-22,2470.73,4297.65,3346.73,Low
Andhra Pradesh,Prakasam,Ongole,Wheat,2024-03-12,3293.16,4325.49,3819.81,Medium
Andhra Pradesh,Krishna,Vijayawada,Onion,2024-04-25,2104.23,3306.45,2394.41,High
Andhra Pradesh,Kurnool,Kurnool,Rice,2025-05-12,731.27,1229.43,996.13,Low
Andhra Pradesh,Nellore,Nellore,Groundnut,2025-03-27,999.24,1610.67,1307.96,Low
Andhra Pradesh,Nellore,Nellore,Wheat,2024-06-13,3651.4,6869.75,4967.01,Medium
Andhra Pradesh,Prakasam,Ongole,Turmeric,2024-03-09,2797.25,4072.11,3236.91,Medium
Andhra Pradesh,Kurnool,Kurnool,Potato,2024-05-15,3182.07,5269.64,4055.96,Medium
Andhra Pradesh,Chittoor,Tirupati,Chilli,2023-09-15,469.31,789.31,588.32,Medium
Andhra Pradesh,Guntur,Guntur,Mango,2025-08-22,3598.21,5093.1,4181.42,Medium
Andhra Pradesh,Prakasam,Ongole,Groundnut,2024-07-07,1267.24,1904.13,1720.66,Medium
Andhra Pradesh,Krishna,Vijayawada,Rice,2024-11-26,6761.8,10107.52,8579.36,High
Andhra Pradesh,East Godavari,Rajahmundry,Potato,2023-09-06,988.45,1671.85,1410.32,Medium
Andhra Pradesh,Kurnool,Kurnool,Chilli,2023-10-11,526.74,853.17,653.6,Medium
Andhra Pradesh,Chittoor,Tirupati,Maize,2023-08-29,1101.61,1724.16,1234.7,High
Andhra Pradesh,Krishna,Vijayawada,Banana,2023-08-06,3459.88,6157.79,4557.38,Medium
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Onion,2025-08-14,828.7,1065.45,927.86,Medium
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Groundnut,2023-08-21,1949.61,2797.6,2303.66,Medium
Andhra Pradesh,Krishna,Vijayawada,Potato,2023-10-26,2795.89,3451.84,3126.21,Medium
Andhra Pradesh,Nellore,Nellore,Sugarcane,2024-04-19,4505.88,7239.44,5510.53,Medium
Andhra Pradesh,East Godavari,Rajahmundry,Turmeric,2024-11-05,1870.79,2774.55,2466.12,Medium
Andhra Pradesh,Krishna,Vijayawada,Tomato,2025-12-15,3223.58,4662.08,4160.06,Medium
Andhra Pradesh,Nellore,Nellore,Groundnut,2026-01-07,1649.69,2601.96,2010.46,Medium
Andhra Pradesh,Chittoor,Tirupati,Groundnut,2026-01-18,3115.91,4340.28,3702.23,Medium
Andhra Pradesh,Guntur,Guntur,Rice,2024-10-07,3673.14,5573.74,4497.63,High
Andhra Pradesh,East Godavari,Rajahmundry,Groundnut,2025-06-29,2132.06,3343.66,2451.39,Medium
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Sugarcane,2024-08-17,1377.06,1947.98,1623.17,Low
Andhra Pradesh,Nellore,Nellore,Banana,2025-07-31,4293.2,8295.21,6031.41,High
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Tomato,2024-09-28,422.14,742.48,597.48,Low
Andhra Pradesh,Nellore,Nellore,Maize,2025-05-24,3762.54,5648.95,4736.02,Medium
Andhra Pradesh,Kurnool,Kurnool,Chilli,2025-12-18,3875.84,5986.44,4482.56,Medium
Andhra Pradesh,East Godavari,Rajahmundry,Mango,2025-04-17,3837.36,5616.78,4381.01,Medium
Andhra Pradesh,Chittoor,Tirupati,Wheat,2024-11-23,2509.85,3985.21,2971.63,Low
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Wheat,2024-07-06,3163.34,4379.57,3789.43,Medium
Andhra Pradesh,Kurnool,Kurnool,Onion,2025-02-06,3462.21,4775.73,4019.38,Medium
Andhra Pradesh,Guntur,Guntur,Banana,2024-01-18,951.32,1304.47,1131.26,Low
Andhra Pradesh,Krishna,Vijayawada,Turmeric,2025-03-18,3118.79,5148.19,3936.32,Medium
Andhra Pradesh,Kurnool,Kurnool,Maize,2025-06-29,2221.34,3265.36,2922.49,Medium
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Chilli,2023-10-22,2964.96,5871.18,4224.1,Medium
Andhra Pradesh,Nellore,Nellore,Tomato,2025-01-30,722.61,990.23,882.62,Medium
Andhra Pradesh,Guntur,Guntur,Chilli,2025-01-25,4107.2,5765.45,5188.16,High
Andhra Pradesh,Chittoor,Tirupati,Groundnut,2025-10-10,2518.5,3900.46,3478.33,High
Andhra Pradesh,Krishna,Vijayawada,Onion,2023-09-01,1087.03,1904.85,1446.07,Low
Andhra Pradesh,Chittoor,Tirupati,Wheat,2023-10-26,692.91,940.68,814.88,Low
Andhra Pradesh,Krishna,Vijayawada,Cotton,2024-03-14,4153.57,5996.36,5091.64,Medium
Andhra Pradesh,Kurnool,Kurnool,Turmeric,2025-05-25,1183.75,1863.22,1365.27,Medium
Andhra Pradesh,Prakasam,Ongole,Rice,2024-10-26,904.29,1584.93,1232.21,High
Andhra Pradesh,Nellore,Nellore,Mango,2024-08-02,1095.59,1706.71,1313.26,Medium
Andhra Pradesh,Prakasam,Ongole,Wheat,2025-03-06,1510.75,2750.49,1976.12,Medium
Andhra Pradesh,Kurnool,Kurnool,Wheat,2025-08-08,3105.26,4364.08,3523.43,Medium
Andhra Pradesh,Guntur,Guntur,Onion,2024-10-29,651.09,953.97,742.46,Low
Andhra Pradesh,Nellore,Nellore,Banana,2025-08-20,2292.31,3455.25,2643.37,Medium
Andhra Pradesh,Nellore,Nellore,Maize,2025-02-26,2576.51,3490.28,2985.29,Low
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Tomato,2024-02-14,6196.03,9350.82,7387.12,High
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Tomato,2024-01-01,1867.34,2609.08,2128.2,Medium
Andhra Pradesh,East Godavari,Rajahmundry,Onion,2025-08-10,2358.65,3436.02,3024.96,Medium
Andhra Pradesh,Chittoor,Tirupati,Sugarcane,2024-09-05,1937.6,2941.55,2435.06,Low
Andhra Pradesh,Nellore,Nellore,Tomato,2024-06-25,444.37,771.33,596.75,Medium
Andhra Pradesh,Guntur,Guntur,Rice,2024-11-06,4701.82,7205.56,5991.45,High
Andhra Pradesh,Chittoor,Tirupati,Maize,2023-06-01,1679.75,2560.35,1957.12,Medium
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Chilli,2026-01-09,1688.82,2296.69,2007.68,High
Andhra Pradesh,Krishna,Vijayawada,Chilli,2024-08-24,2689.31,4835.11,3780.12,Low
Andhra Pradesh,Chittoor,Tirupati,Onion,2024-11-10,979.24,1397.96,1093.47,Low
Andhra Pradesh,Chittoor,Tirupati,Sugarcane,2023-06-20,1424.61,2055.75,1868.6,Medium
Andhra Pradesh,Kurnool,Kurnool,Groundnut,2024-08-12,2274.56,3571.47,2971.59,Medium
Andhra Pradesh,Guntur,Guntur,Wheat,2024-10-18,1892.6,3270.63,2626.92,Low
Andhra Pradesh,Chittoor,Tirupati,Groundnut,2023-10-14,2140.07,3304.4,2940.62,High
Andhra Pradesh,East Godavari,Rajahmundry,Sugarcane,2024-07-22,2877.38,4205.95,3518.39,Medium
Andhra Pradesh,Prakasam,Ongole,Groundnut,2024-05-01,3153.01,4176.4,3534.72,Medium
Andhra Pradesh,Guntur,Guntur,Mango,2023-09-23,1967.57,2847.64,2315.61,Medium
Andhra Pradesh,East Godavari,Rajahmundry,Banana,2025-03-12,1357.47,2308.59,1690.9,Medium
Andhra Pradesh,Nellore,Nellore,Onion,2024-01-29,2788.25,4576.74,3752.07,Medium
Andhra Pradesh,Kurnool,Kurnool,Groundnut,2024-11-14,1712.76,3029.58,2318.24,Medium
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Groundnut,2024-01-28,3721.39,5918.22,4822.81,Medium
Andhra Pradesh,East Godavari,Rajahmundry,Turmeric,2023-08-26,1003.24,1739.44,1430.8,Low
Andhra Pradesh,Guntur,Guntur,Chilli,2024-01-27,2825.61,4572.59,3732.76,High
Andhra Pradesh,Krishna,Vijayawada,Wheat,2024-12-24,1682.17,3052.53,2345.3,Medium
Andhra Pradesh,East Godavari,Rajahmundry,Sugarcane,2025-02-09,2269.01,3001.67,2545.81,High
Andhra Pradesh,Nellore,Nellore,Tomato,2025-12-13,3560.57,5770.86,4471.34,Medium
Andhra Pradesh,Krishna,Vijayawada,Sugarcane,2024-08-29,2142.8,3051.15,2440.71,Low
Andhra Pradesh,Nellore,Nellore,Wheat,2025-06-09,2232.28,3665.25,3017.47,Medium
Andhra Pradesh,Krishna,Vijayawada,Banana,2024-05-11,342.02,554.71,474.59,Medium
Andhra Pradesh,Guntur,Guntur,Cotton,2025-12-20,4897.56,6825.34,5586.95,High
Andhra Pradesh,Guntur,Guntur,Mango,2023-08-10,3042.36,5158.57,3786.91,Medium
Andhra Pradesh,Kurnool,Kurnool,Mango,2023-05-25,4084.6,5825.57,4578.67,High
Andhra Pradesh,Nellore,Nellore,Onion,2026-04-08,1250.22,2168.08,1620.8,High
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Mango,2025-05-31,6853.43,10589.59,7833.13,High
Andhra Pradesh,Guntur,Guntur,Maize,2025-10-03,3170.6,5517.36,4418.87,Medium
Andhra Pradesh,Kurnool,Kurnool,Tomato,2024-11-13,1252.88,1761.56,1576.51,Medium
Andhra Pradesh,Kurnool,Kurnool,Banana,2024-02-22,1498.66,2356.94,2072.18,Medium
Andhra Pradesh,East Godavari,Rajahmundry,Sugarcane,2023-04-28,1319.34,2509.27,1816.39,Medium
Andhra Pradesh,Chittoor,Tirupati,Cotton,2023-05-09,443.6,753.06,569.08,Low
Andhra Pradesh,Chittoor,Tirupati,Cotton,2024-10-22,3248.09,4336.39,3657.09,Medium
Andhra Pradesh,Krishna,Vijayawada,Wheat,2024-01-23,4434.63,6969.68,5535.42,Medium
Andhra Pradesh,East Godavari,Rajahmundry,Onion,2025-11-10,1337.46,1780.31,1571.08,Low
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Sugarcane,2023-06-08,2179.19,3961.21,2967.03,Medium
Andhra Pradesh,Guntur,Guntur,Wheat,2025-07-09,3503.69,5559.09,4010.46,Medium
Andhra Pradesh,Krishna,Vijayawada,Groundnut,2024-09-19,4930.51,7827.87,5769.71,High
Andhra Pradesh,Krishna,Vijayawada,Onion,2024-07-25,1037.34,1615.57,1216.69,Medium
Andhra Pradesh,Krishna,Vijayawada,Onion,2026-03-29,2831.29,3947.76,3444.24,High
Andhra Pradesh,Guntur,Guntur,Onion,2026-01-29,1799.89,3027.03,2439.52,Medium
Andhra Pradesh,Chittoor,Tirupati,Cotton,2025-02-17,3696.92,4833.19,4366.54,Medium
Andhra Pradesh,Chittoor,Tirupati,Chilli,2023-06-09,2806.74,3588.08,3170.71,Medium
Andhra Pradesh,Chittoor,Tirupati,Onion,2023-05-10,3041.06,4761.36,3455.72,High
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Potato,2025-01-13,871.67,1378.47,1241.56,High
Andhra Pradesh,Kurnool,Kurnool,Wheat,2024-04-04,3422.44,5078.13,3841.49,High
Andhra Pradesh,Kurnool,Kurnool,Chilli,2025-03-26,3392.23,5564.76,4457.39,Medium
Andhra Pradesh,Prakasam,Ongole,Tomato,2026-04-18,747.87,1268.77,1047.82,High
Andhra Pradesh,Prakasam,Ongole,Chilli,2026-03-22,1459.04,2045.63,1817.76,Medium
Andhra Pradesh,Nellore,Nellore,Tomato,2025-12-10,2783.25,4043.08,3481.2,Medium
Andhra Pradesh,Prakasam,Ongole,Turmeric,2026-04-16,496.3,686.71,599.86,Medium
Andhra Pradesh,Krishna,Vijayawada,Turmeric,2023-10-24,4058.05,5355.86,4603.82,Medium
Andhra Pradesh,East Godavari,Rajahmundry,Rice,2024-09-03,2177.39,3440.96,2541.98,Medium
Andhra Pradesh,East Godavari,Rajahmundry,Onion,2025-03-05,3637.11,5959.12,4267.51,High
Andhra Pradesh,East Godavari,Rajahmundry,Turmeric,2025-01-19,4525.62,7379.1,5554.99,High
Andhra Pradesh,Krishna,Vijayawada,Groundnut,2026-02-20,976.51,1382.88,1180.78,Medium
Andhra Pradesh,East Godavari,Rajahmundry,Banana,2024-09-11,2957.33,4419.87,3592.39,Medium
Andhra Pradesh,Krishna,Vijayawada,Groundnut,2023-05-07,3879.76,5847.41,4801.71,Medium
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Chilli,2023-09-26,3238.01,5336.07,3860.04,Medium
Andhra Pradesh,Prakasam,Ongole,Banana,2026-01-09,1898.14,3296.83,2406.62,Low
Andhra Pradesh,Chittoor,Tirupati,Potato,2024-07-28,604.06,1097.32,850.25,Low
Andhra Pradesh,Chittoor,Tirupati,Banana,2025-06-20,7081.96,10267.91,8049.73,High
Andhra Pradesh,Guntur,Guntur,Cotton,2025-07-04,1440.21,2153.27,1767.75,Medium
Andhra Pradesh,Nellore,Nellore,Maize,2025-04-25,3440.43,6026.16,4715.97,Medium
Andhra Pradesh,East Godavari,Rajahmundry,Tomato,2024-11-17,462.96,688.63,616.02,Medium
Andhra Pradesh,East Godavari,Rajahmundry,Cotton,2024-06-23,1746.64,2550.07,2043.86,Low
Andhra Pradesh,Krishna,Vijayawada,Sugarcane,2024-12-17,3378.83,5676.28,4465.69,Medium
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Turmeric,2024-10-13,3730.46,6022.78,4447.06,Medium
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Chilli,2024-07-13,2041.67,3001.32,2529.1,Low
Andhra Pradesh,Krishna,Vijayawada,Chilli,2024-10-01,2772.84,5288.42,3868.37,Medium
Andhra Pradesh,Prakasam,Ongole,Maize,2025-02-10,2662.19,4670.61,3361.83,Low
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Sugarcane,2023-06-07,1539.47,2579.52,2108.15,Medium
Andhra Pradesh,Chittoor,Tirupati,Rice,2024-10-09,829.5,1405.11,1108.94,High
Andhra Pradesh,East Godavari,Rajahmundry,Onion,2026-01-16,921.85,1264.32,1074.95,Medium
Andhra Pradesh,Chittoor,Tirupati,Maize,2023-06-18,2326.44,3747.0,3301.29,Medium
Andhra Pradesh,East Godavari,Rajahmundry,Onion,2026-01-06,1465.55,2277.15,2044.21,Medium
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Maize,2023-12-08,1609.9,3097.84,2246.37,Medium
Andhra Pradesh,East Godavari,Rajahmundry,Rice,2025-06-23,2372.83,3584.43,2829.6,Medium
Andhra Pradesh,Krishna,Vijayawada,Turmeric,2023-06-01,1543.49,2588.47,1885.1,Medium
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Potato,2024-05-01,966.89,1416.01,1241.42,Medium
Andhra Pradesh,Chittoor,Tirupati,Groundnut,2023-12-13,2670.26,4079.94,3321.9,Medium
Andhra Pradesh,Prakasam,Ongole,Mango,2024-10-19,2796.65,4075.88,3193.59,Medium
Andhra Pradesh,Nellore,Nellore,Rice,2024-08-23,3895.77,5641.7,4976.3,Medium
Andhra Pradesh,Krishna,Vijayawada,Wheat,2025-05-11,3887.32,5505.02,4625.35,High
Andhra Pradesh,Chittoor,Tirupati,Turmeric,2024-04-09,2774.78,4290.43,3779.95,Medium
Andhra Pradesh,East Godavari,Rajahmundry,Maize,2023-11-10,3309.14,5942.48,4293.17,Medium
Andhra Pradesh,East Godavari,Rajahmundry,Banana,2026-02-11,495.1,913.39,686.86,Medium
Andhra Pradesh,Krishna,Vijayawada,Cotton,2025-03-10,576.63,1052.02,790.02,Medium
Andhra Pradesh,Prakasam,Ongole,Tomato,2025-07-18,1266.57,1978.25,1511.11,Medium
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Sugarcane,2023-10-17,835.32,1143.71,966.26,Medium
Andhra Pradesh,Nellore,Nellore,Chilli,2023-11-05,1163.65,2162.45,1579.86,Medium
Andhra Pradesh,Guntur,Guntur,Groundnut,2023-05-28,2764.63,4267.42,3270.84,Medium
Andhra Pradesh,Prakasam,Ongole,Onion,2024-11-26,463.93,674.79,518.93,Low
Andhra Pradesh,Nellore,Nellore,Groundnut,2024-05-24,1945.13,3155.83,2443.27,Medium
Andhra Pradesh,Kurnool,Kurnool,Wheat,2025-04-07,6265.12,10223.28,7620.46,High
Andhra Pradesh,Kurnool,Kurnool,Chilli,2024-06-17,1178.85,1885.91,1351.8,Medium
Andhra Pradesh,East Godavari,Rajahmundry,Tomato,2024-12-19,3714.3,5642.17,4964.73,Medium
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Chilli,2025-04-05,1659.55,3037.43,2331.97,Medium
Andhra Pradesh,Chittoor,Tirupati,Cotton,2024-08-31,879.75,1397.59,1058.87,Medium
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Maize,2025-04-05,2010.42,2978.52,2450.37,Medium
Andhra Pradesh,Prakasam,Ongole,Potato,2024-04-23,552.77,954.68,746.73,Medium
Andhra Pradesh,Prakasam,Ongole,Wheat,2025-03-01,3026.3,4885.65,3884.75,Medium
Andhra Pradesh,Prakasam,Ongole,Turmeric,2023-07-22,2206.12,3407.42,3000.03,Low
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Turmeric,2025-04-30,3293.26,5099.67,3797.3,Medium
Andhra Pradesh,Chittoor,Tirupati,Maize,2025-10-20,3881.29,6088.56,4481.05,Medium
Andhra Pradesh,Guntur,Guntur,Tomato,2024-02-13,1943.78,3147.93,2254.67,High
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Maize,2024-08-01,3364.33,4914.49,4373.67,High
Andhra Pradesh,Guntur,Guntur,Potato,2023-10-29,2868.3,4412.5,3404.93,Medium
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Potato,2024-09-30,2693.08,3714.39,3357.17,Medium
Andhra Pradesh,Guntur,Guntur,Tomato,2025-11-28,839.56,1370.65,1047.3,Medium
Andhra Pradesh,Prakasam,Ongole,Rice,2023-08-20,2456.79,3297.95,2961.98,Medium
Andhra Pradesh,Nellore,Nellore,Rice,2026-03-11,4010.73,5715.92,4457.45,Medium
Andhra Pradesh,Chittoor,Tirupati,Wheat,2023-12-16,1328.69,1880.3,1503.3,Medium
Andhra Pradesh,Kurnool,Kurnool,Mango,2024-01-09,1450.89,2104.77,1731.7,Medium
Andhra Pradesh,Nellore,Nellore,Banana,2025-04-28,575.59,903.79,748.48,Medium
Andhra Pradesh,Krishna,Vijayawada,Maize,2023-11-29,1055.37,1598.49,1186.46,Medium
Andhra Pradesh,East Godavari,Rajahmundry,Sugarcane,2026-04-14,2056.92,3452.82,2684.19,Medium
Andhra Pradesh,Kurnool,Kurnool,Maize,2023-10-21,539.32,998.21,717.52,Medium
Andhra Pradesh,Kurnool,Kurnool,Turmeric,2024-04-20,3646.01,6735.59,5041.66,Medium
Andhra Pradesh,Prakasam,Ongole,Rice,2024-11-10,4232.64,6487.95,4770.52,High
Andhra Pradesh,Nellore,Nellore,Turmeric,2024-11-09,2874.2,4590.76,3900.8,Medium
Andhra Pradesh,Krishna,Vijayawada,Groundnut,2025-05-05,383.21,677.32,520.11,Medium
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Turmeric,2024-07-15,362.91,610.1,481.15,Low
Andhra Pradesh,Krishna,Vijayawada,Maize,2024-10-27,2966.7,4752.13,3998.14,Medium
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Cotton,2025-04-23,1434.91,2473.62,1806.02,Medium
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Rice,2024-02-08,3003.72,4226.45,3377.21,Medium
Andhra Pradesh,Krishna,Vijayawada,Onion,2023-06-01,1069.49,1536.79,1319.54,Medium
Andhra Pradesh,Chittoor,Tirupati,Wheat,2025-12-12,2738.4,4660.37,3487.19,Medium
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Cotton,2024-06-05,843.29,1100.91,984.43,Low
Andhra Pradesh,Chittoor,Tirupati,Maize,2023-12-27,3945.9,6247.47,4536.66,Medium
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Chilli,2023-09-23,3150.33,5136.35,3998.79,Medium
Andhra Pradesh,East Godavari,Rajahmundry,Chilli,2024-05-11,2281.01,3065.59,2580.61,Medium
Andhra Pradesh,Kurnool,Kurnool,Chilli,2025-01-11,2818.16,5283.2,3963.94,High
Andhra Pradesh,Prakasam,Ongole,Potato,2023-10-09,4101.21,6397.74,5604.79,Medium
Andhra Pradesh,Nellore,Nellore,Wheat,2023-07-18,3789.01,6303.27,4562.24,Medium
Andhra Pradesh,Prakasam,Ongole,Chilli,2025-12-14,431.92,676.14,528.8,Medium
Andhra Pradesh,Nellore,Nellore,Tomato,2025-08-18,2480.57,3422.3,3062.94,Low
Andhra Pradesh,Nellore,Nellore,Wheat,2026-02-17,3174.75,5462.61,4097.34,Medium
Andhra Pradesh,Nellore,Nellore,Wheat,2024-08-07,4191.16,6890.09,5005.01,Medium
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Mango,2025-09-17,4202.78,6740.02,4916.18,Medium
Andhra Pradesh,East Godavari,Rajahmundry,Maize,2025-06-02,2788.96,4345.7,3605.03,Medium
Andhra Pradesh,Krishna,Vijayawada,Sugarcane,2023-11-30,1420.53,2131.23,1808.76,Medium
Andhra Pradesh,Krishna,Vijayawada,Rice,2025-01-20,2866.32,4123.15,3435.47,Medium
Andhra Pradesh,Kurnool,Kurnool,Mango,2023-07-26,2046.74,3208.69,2895.32,Medium
Andhra Pradesh,Prakasam,Ongole,Wheat,2024-09-04,1995.2,2824.32,2408.15,Medium
Andhra Pradesh,East Godavari,Rajahmundry,Wheat,2023-08-08,2264.06,3291.5,2666.69,Medium
